session_id,acquisition_cost,time_to_value_seconds,retention_d30,funnel_stage,effort_score,friction_type,churn_reason
SESS_3770,20.630600166645085,494.4750830713531,0,Onboarding,8,Pricing,Bugs
SESS_3771,36.635707872273706,240.82857345489487,0,Landing,10,Cognitive,N/A
SESS_3772,46.83802826077249,503.5111698067399,0,Onboarding,1,Technical,Found alternative
SESS_3773,44.76480601120118,327.79971926027764,0,Landing,10,Cognitive,Found alternative
SESS_3774,15.002971392385227,169.08438585634454,0,Landing,3,Technical,Found alternative
SESS_3775,37.82543884733454,328.513254067215,0,Signup,10,Technical,Too expensive
SESS_3776,35.07138179095212,586.1901140102626,0,Signup,10,Cognitive,Bugs
SESS_3777,21.480737969063135,299.5322442913169,0,Onboarding,6,Cognitive,Bugs
SESS_3778,39.545802985545926,332.32264140760145,0,Landing,10,Pricing,Too expensive
SESS_3779,35.42561315335202,481.29008230683405,0,Activation,9,Cognitive,Too expensive
SESS_3780,15.455728783040284,314.8543407852316,0,Landing,3,Cognitive,Too expensive
SESS_3781,11.589965686962401,436.44676280282977,1,Paid,8,Pricing,Found alternative
SESS_3782,30.6842755437855,171.95920912249733,0,Activation,10,Cognitive,Too expensive
SESS_3783,15.098645719969422,412.4242820201036,0,Onboarding,1,Cognitive,Too expensive
SESS_3784,9.236863005113904,418.7834697822375,0,Onboarding,7,Cognitive,Found alternative
SESS_3785,39.17342448271352,395.0437642695246,0,Landing,10,None,N/A
SESS_3786,49.468528694651134,274.62070040176485,0,Activation,3,Cognitive,Bugs
SESS_3787,21.005696731284246,414.0411332222678,0,Landing,2,Cognitive,Bugs
SESS_3788,27.45005313688873,249.07104983661463,1,Signup,1,Cognitive,Too expensive
SESS_3789,25.66995939284377,576.0990885588204,0,Onboarding,3,Pricing,Hard to use
SESS_3790,44.245994151471734,364.8722815601586,0,Landing,5,Pricing,Too expensive
SESS_3791,15.393338465101088,371.2319087624806,0,Landing,9,None,Hard to use
SESS_3792,10.368524058634938,316.95090141085893,0,Signup,9,Pricing,N/A
SESS_3793,35.51394721858264,261.3851701609778,0,Landing,7,Cognitive,Bugs
SESS_3794,34.39931542889706,441.27966686122255,0,Onboarding,3,Pricing,Hard to use
SESS_3795,29.171250959720012,59.5832902588615,1,Landing,6,Technical,Too expensive
SESS_3796,22.371972667273212,32.247498906603184,0,Signup,4,Technical,Bugs
SESS_3797,17.660843809867487,442.1462495848546,0,Landing,8,Cognitive,Too expensive
SESS_3798,21.008573687842848,168.7362682239022,0,Activation,2,Cognitive,Found alternative
SESS_3799,6.100282243764976,235.82856716143604,1,Activation,4,None,Bugs
SESS_3800,17.690434414455517,211.68956312792298,0,Landing,6,Cognitive,Too expensive
SESS_3801,25.788674069748634,575.0925903835165,0,Onboarding,10,Cognitive,Too expensive
SESS_3802,27.20981173661964,371.3476804430312,0,Activation,9,Cognitive,N/A
SESS_3803,10.210350879040616,303.2239806217677,0,Landing,9,Technical,Too expensive
SESS_3804,18.870526985410358,591.85265119784,0,Onboarding,2,Pricing,Bugs
SESS_3805,44.54920523943437,577.3168055244936,0,Paid,1,Pricing,Hard to use
SESS_3806,26.46161521894894,185.10348551296627,0,Landing,3,Pricing,Hard to use
SESS_3807,17.081070163875232,595.8698026024413,0,Landing,10,Cognitive,Hard to use
SESS_3808,45.963602974353485,151.92495233398705,1,Landing,10,Cognitive,Bugs
SESS_3809,32.42368230252097,131.34474349696092,1,Onboarding,3,Pricing,Found alternative
SESS_3810,47.78327628703685,184.75887987996836,0,Onboarding,10,Technical,Too expensive
SESS_3811,48.57474975857204,91.83881665603565,0,Signup,5,Pricing,Bugs
SESS_3812,27.02053826687933,286.2597787419971,0,Signup,3,Pricing,Too expensive
SESS_3813,32.83695246509478,445.5389324064776,0,Onboarding,3,Cognitive,Too expensive
SESS_3814,15.887559852495134,188.59394889841948,0,Signup,9,Technical,Hard to use
SESS_3815,41.63257932973764,372.4364271216158,0,Landing,4,Pricing,Bugs
SESS_3816,9.989309169971085,320.1532184697827,1,Landing,1,Technical,Bugs
SESS_3817,21.58647678487596,410.67104810006754,0,Landing,4,Technical,Too expensive
SESS_3818,32.39342393464865,580.7658776983507,0,Landing,1,Pricing,N/A
SESS_3819,48.20613756870288,327.86331817609494,0,Landing,9,None,Too expensive
SESS_3820,5.825638927799427,153.8292308927069,0,Onboarding,3,Pricing,Found alternative
SESS_3821,34.368315840740365,33.14630412691933,1,Landing,2,Cognitive,Found alternative
SESS_3822,35.56269177630146,414.36715743302244,1,Onboarding,7,Cognitive,Found alternative
SESS_3823,31.027571359087517,527.7502902573369,0,Landing,5,None,Bugs
SESS_3824,24.01179461676456,510.34647639320514,1,Landing,3,Cognitive,Too expensive
SESS_3825,38.066935378777096,217.1116007756725,0,Paid,9,Technical,Found alternative
SESS_3826,29.371840302930156,443.42054907794187,0,Landing,8,Cognitive,Too expensive
SESS_3827,49.60250672217536,31.421285308182057,1,Signup,7,Pricing,Too expensive
SESS_3828,18.22644258598313,526.3930961954632,0,Onboarding,3,Technical,Hard to use
SESS_3829,47.71028673725373,526.8410875568397,0,Signup,10,Technical,Hard to use
SESS_3830,25.380784842353517,329.62103537193485,1,Signup,10,Pricing,Found alternative
SESS_3831,10.483231985485162,278.48720940013015,0,Onboarding,1,Technical,Found alternative
SESS_3832,49.07010598356944,593.9600494639332,0,Onboarding,4,Cognitive,Hard to use
SESS_3833,31.11897458730362,528.211533678046,1,Onboarding,9,Pricing,Too expensive
SESS_3834,20.18246382040819,184.11220085409118,0,Landing,4,Cognitive,Hard to use
SESS_3835,8.985748928592404,120.73399296449116,0,Landing,7,Cognitive,Too expensive
SESS_3836,27.71708317592401,108.61848601902369,0,Activation,2,Technical,Too expensive
SESS_3837,34.09148703104209,406.53017129662453,0,Landing,9,None,Found alternative
SESS_3838,49.54491176578112,438.5904637359533,0,Landing,3,Cognitive,Found alternative
SESS_3839,19.22970280682382,469.1116647561121,1,Onboarding,5,Cognitive,Too expensive
SESS_3840,20.398615948726754,298.8047302922584,1,Signup,6,Cognitive,Hard to use
SESS_3841,8.921409415024751,594.5974828832728,0,Signup,5,Cognitive,Found alternative
SESS_3842,23.395534514577555,243.30552888856874,0,Landing,3,Technical,Hard to use
SESS_3843,39.51018072200817,271.87181170722687,0,Onboarding,1,Pricing,Bugs
SESS_3844,20.40014485058017,462.0407688994668,0,Landing,9,None,Hard to use
SESS_3845,8.145895777085373,434.90755576591766,1,Activation,2,Pricing,Too expensive
SESS_3846,22.58521142858448,588.7757137205377,0,Signup,8,Cognitive,Found alternative
SESS_3847,5.578513981579657,231.3102653074252,1,Signup,8,None,Too expensive
SESS_3848,40.03246669542031,75.39159364266881,1,Onboarding,5,Pricing,Hard to use
SESS_3849,49.60262906212974,36.913028510347694,0,Landing,2,Cognitive,Hard to use
SESS_3850,47.78925275747074,290.8792734205709,1,Landing,10,Pricing,Too expensive
SESS_3851,21.036651400768783,516.3357741965718,1,Landing,6,Pricing,Too expensive
SESS_3852,8.913062600169154,60.09532171421721,1,Landing,2,Cognitive,Bugs
SESS_3853,31.230738358847507,200.36461873607058,0,Landing,4,Cognitive,Found alternative
SESS_3854,28.462005197921247,599.9764726321916,0,Landing,1,Technical,Too expensive
SESS_3855,43.63938390243278,322.09157909419844,1,Onboarding,4,Technical,Found alternative
SESS_3856,47.09017550593715,67.38656859314102,0,Onboarding,5,Pricing,Too expensive
SESS_3857,22.091789673333395,343.2088856133987,0,Onboarding,9,Technical,Bugs
SESS_3858,38.42361703546578,79.09920685935231,1,Landing,10,Pricing,Hard to use
SESS_3859,45.28156966172694,184.68116890791214,0,Onboarding,5,Cognitive,Found alternative
SESS_3860,15.75874912728198,219.0521911373783,0,Signup,3,Technical,Bugs
SESS_3861,49.106985770812535,200.97585900329807,0,Landing,6,Cognitive,Too expensive
SESS_3862,44.18368094861163,495.6871618086987,0,Signup,7,Technical,Hard to use
SESS_3863,17.50619200944916,494.4943483809468,1,Signup,3,Cognitive,Bugs
SESS_3864,35.10637011081201,314.9004562804575,0,Onboarding,6,Technical,Too expensive
SESS_3865,27.66581222101454,40.85148039871058,0,Onboarding,10,Technical,Found alternative
SESS_3866,20.438192328599477,384.3025758702947,0,Landing,10,Technical,Hard to use
SESS_3867,29.88308728472331,63.94206497916603,0,Paid,8,Cognitive,Too expensive
SESS_3868,34.828352973707496,510.75017307257906,0,Signup,3,Pricing,Found alternative
SESS_3869,15.13437595705061,312.3750537457467,0,Landing,6,Technical,Found alternative
SESS_3870,41.549245716115976,526.6233680112211,0,Landing,2,Pricing,N/A
SESS_3871,32.21222583660129,525.9132666341599,0,Paid,6,Pricing,Too expensive
SESS_3872,11.66192542595536,344.1888396175014,0,Activation,8,Cognitive,Too expensive
SESS_3873,33.189329119251106,161.39974279816292,1,Onboarding,6,Technical,Too expensive
SESS_3874,44.450488803441864,307.0124708064516,1,Onboarding,10,Technical,N/A
SESS_3875,12.084482746964259,272.8226105461853,0,Onboarding,10,Cognitive,Bugs
SESS_3876,18.67391727848956,568.4195673161619,1,Activation,4,Cognitive,Too expensive
SESS_3877,16.85668281397127,238.62220501309025,1,Signup,2,Cognitive,Too expensive
SESS_3878,8.885571057669614,529.34369490163,0,Onboarding,1,None,Too expensive
SESS_3879,12.2944873538543,404.9368761807406,0,Onboarding,8,Pricing,Bugs
SESS_3880,17.682377318893735,564.3764167858131,1,Onboarding,9,None,Too expensive
SESS_3881,21.288107143687824,216.2358294149694,0,Landing,10,Technical,Hard to use
SESS_3882,21.527276417464233,68.9094821891868,0,Signup,4,None,Too expensive
SESS_3883,47.67850248311873,168.9662050606823,0,Paid,5,None,Too expensive
SESS_3884,44.599177247472475,349.7518510334018,0,Onboarding,1,Cognitive,Hard to use
SESS_3885,37.63944558462018,583.344543309936,1,Onboarding,1,Cognitive,Found alternative
SESS_3886,48.610323532659876,235.9541134999845,0,Landing,2,Cognitive,N/A
SESS_3887,12.09441185667347,364.6600765286709,0,Signup,9,Cognitive,Too expensive
SESS_3888,23.77600010328565,114.78803011767249,1,Signup,2,Technical,Too expensive
SESS_3889,38.92527692133333,148.42348872593095,0,Landing,8,None,Hard to use
SESS_3890,31.147964689058778,111.36378254744999,0,Signup,3,Technical,Hard to use
SESS_3891,47.80738118890434,400.0505891051886,1,Signup,5,Technical,Hard to use
SESS_3892,10.896756694110408,453.4508366343636,0,Signup,1,Cognitive,Too expensive
SESS_3893,28.244066113733975,95.2479647697402,0,Landing,9,Technical,Hard to use
SESS_3894,32.731187611643335,33.34251398443526,0,Landing,5,Pricing,N/A
SESS_3895,7.0663863416213,193.5074530492615,0,Landing,5,Cognitive,Found alternative
SESS_3896,16.66509894227702,199.84230721391773,0,Onboarding,9,None,Too expensive
SESS_3897,39.40198716719478,316.763456523659,0,Landing,1,Technical,Hard to use
SESS_3898,19.894184369630604,433.3081552368528,0,Landing,10,Pricing,N/A
SESS_3899,21.092440662659055,181.33236913751492,0,Landing,10,Pricing,Found alternative
SESS_3900,42.33940277201043,178.87848385058018,0,Onboarding,7,None,Hard to use
SESS_3901,13.64614301351694,216.86087023119896,0,Paid,1,Pricing,Too expensive
SESS_3902,28.477645810688813,340.791728098582,1,Onboarding,5,Pricing,Too expensive
SESS_3903,25.959978684350666,548.0704912811582,0,Landing,8,Cognitive,Too expensive
SESS_3904,11.454343807460196,454.61855924830786,0,Onboarding,1,Pricing,Too expensive
SESS_3905,41.64330244100898,39.3653785354864,0,Landing,4,Cognitive,Found alternative
SESS_3906,31.86279735930569,66.6149829724855,0,Signup,3,Pricing,Hard to use
SESS_3907,24.489670880578263,110.46689844875347,0,Landing,5,None,Too expensive
SESS_3908,9.60835278651313,345.7920964770914,0,Landing,10,Technical,Hard to use
SESS_3909,5.12235993661898,109.460270079383,0,Activation,9,Pricing,Bugs
SESS_3910,6.562496249784466,202.18610778613808,0,Landing,4,Pricing,Too expensive
SESS_3911,32.118064316345645,39.2605151366094,1,Landing,10,Cognitive,Too expensive
SESS_3912,6.229362758071394,409.97994556341644,0,Landing,2,Cognitive,Too expensive
SESS_3913,29.274649219918143,81.51461175055437,1,Signup,8,Pricing,Too expensive
SESS_3914,43.84079353160074,75.8413981536184,0,Landing,5,Technical,Hard to use
SESS_3915,16.15279689383718,138.04953304777712,0,Onboarding,8,Technical,Hard to use
SESS_3916,12.739304170124647,563.3729184562901,0,Activation,8,Cognitive,Too expensive
SESS_3917,5.285931524958088,580.2336940713119,0,Activation,2,Pricing,N/A
SESS_3918,43.17414805105372,507.89294162840673,0,Signup,5,Pricing,Found alternative
SESS_3919,27.48812936366267,196.9099938384449,0,Landing,10,Pricing,Too expensive
SESS_3920,44.43849310446208,328.56977909098214,0,Landing,2,Cognitive,Too expensive
SESS_3921,24.730028125537014,452.9578562489813,0,Signup,2,Technical,Hard to use
SESS_3922,17.265222999526035,357.13904078507454,1,Landing,8,Cognitive,Too expensive
SESS_3923,28.25001908376282,265.0831985574989,0,Signup,5,Cognitive,Too expensive
SESS_3924,23.442177181861712,191.09116952352497,0,Landing,2,None,Bugs
SESS_3925,28.50808184068047,528.6103104650692,0,Onboarding,2,Pricing,N/A
SESS_3926,19.604128175267377,299.257896933479,1,Onboarding,5,Cognitive,Too expensive
SESS_3927,46.714190676684126,443.7010925234665,0,Landing,10,Technical,Bugs
SESS_3928,15.109693596845212,37.11984638441832,1,Onboarding,6,Technical,Found alternative
SESS_3929,30.447259888850546,360.79630725408754,0,Paid,4,Pricing,Hard to use
SESS_3930,12.921371265115484,595.3029092853851,1,Signup,1,Cognitive,N/A
SESS_3931,24.711775164719114,500.5922139273466,0,Signup,7,None,Found alternative
SESS_3932,7.399360459157082,381.92851861142856,0,Activation,9,Cognitive,Too expensive
SESS_3933,21.661666329586918,392.20147740615596,0,Signup,4,Technical,Hard to use
SESS_3934,33.980576322660966,455.40718196566695,0,Signup,5,Cognitive,Hard to use
SESS_3935,34.10445379980047,342.97382379254657,0,Landing,8,Cognitive,Hard to use
SESS_3936,30.797431288951763,93.68487890045755,0,Signup,6,Pricing,Bugs
SESS_3937,8.740700168958698,331.2646501733319,0,Signup,6,Pricing,Hard to use
SESS_3938,30.57655427946007,577.0727962719909,1,Paid,9,Technical,Found alternative
SESS_3939,38.54448962421302,41.905987601396404,1,Landing,6,Pricing,Too expensive
SESS_3940,14.827610710362856,198.42440173602776,1,Signup,9,Pricing,Found alternative
SESS_3941,10.330208287111724,157.047971963184,1,Onboarding,4,Cognitive,Found alternative
SESS_3942,10.371393208234092,295.02707923929796,0,Activation,7,None,Hard to use
SESS_3943,18.79106401746589,353.1779720480462,0,Landing,5,Pricing,Too expensive
SESS_3944,5.200317614456946,558.2882510057979,0,Signup,7,Technical,Too expensive
SESS_3945,11.408980627670104,30.383440536112268,0,Landing,2,Cognitive,Hard to use
SESS_3946,16.562563409857304,333.7472390506129,0,Signup,9,Cognitive,Too expensive
SESS_3947,25.059189192892394,131.31036994810046,0,Signup,2,Pricing,Found alternative
SESS_3948,35.88927545248134,474.3530324700471,0,Activation,6,Technical,Hard to use
SESS_3949,37.00906207698837,226.73078163250898,0,Landing,1,Cognitive,Found alternative
SESS_3950,40.66931633643444,349.9848433755374,0,Landing,9,Cognitive,Bugs
SESS_3951,11.462084473702571,141.16282366976287,0,Signup,1,None,Hard to use
SESS_3952,29.40192639538962,495.66917634525026,0,Landing,9,Pricing,Too expensive
SESS_3953,10.29489823018624,447.99015042195174,0,Signup,7,Cognitive,Too expensive
SESS_3954,11.849641929536823,234.37605441249414,0,Landing,6,Pricing,Too expensive
SESS_3955,14.90954697423285,556.4167467969626,1,Signup,1,Cognitive,Found alternative
SESS_3956,20.618085657908736,293.6086909482571,0,Landing,1,Pricing,Hard to use
SESS_3957,14.716338679831317,406.01346471915,0,Landing,7,Pricing,Bugs
SESS_3958,47.760495780541596,46.22237833648749,0,Signup,1,None,Too expensive
SESS_3959,11.048152932617814,521.9613526650925,0,Activation,7,Pricing,N/A
SESS_3960,43.63780450069262,314.6610226820763,0,Signup,8,Cognitive,Hard to use
SESS_3961,15.67638041352112,98.33243840368296,1,Landing,3,Cognitive,N/A
SESS_3962,46.56539981270767,402.80989918881426,0,Activation,10,Cognitive,Bugs
SESS_3963,28.40202032357439,201.99833975020465,0,Signup,1,Pricing,Found alternative
SESS_3964,13.347866926088983,32.11723349590777,0,Landing,6,Technical,Hard to use
SESS_3965,20.047441989128586,87.50196970018968,0,Activation,2,Cognitive,Hard to use
SESS_3966,34.70832932886886,254.86391682392582,0,Signup,10,Cognitive,Hard to use
SESS_3967,41.96380935299999,387.4895008861807,0,Landing,5,Technical,Too expensive
SESS_3968,11.472599697047904,281.1345089996927,0,Landing,4,Technical,Hard to use
SESS_3969,27.36166051794836,375.8651514774632,0,Landing,6,Cognitive,Too expensive
SESS_3970,46.78822458302354,567.9757487114811,0,Landing,5,Pricing,Too expensive
SESS_3971,8.103280453558696,425.1035946499604,0,Onboarding,5,Pricing,Too expensive
SESS_3972,38.608425603956896,47.59402538730896,1,Onboarding,3,Cognitive,Found alternative
SESS_3973,48.982296164212,40.62783098408485,0,Landing,9,Technical,Hard to use
SESS_3974,49.717260953617746,461.5835464541651,0,Onboarding,1,Pricing,Found alternative
SESS_3975,26.753279568815366,216.66029416995102,0,Activation,6,Cognitive,Found alternative
SESS_3976,49.42519791176492,33.00013840435554,0,Signup,1,Pricing,Too expensive
SESS_3977,30.37531183074567,242.7709805341624,1,Onboarding,7,Pricing,Found alternative
SESS_3978,44.55002107028622,152.53038869569644,0,Activation,7,Pricing,Found alternative
SESS_3979,39.52347474012097,42.35839584656313,1,Signup,4,Cognitive,Too expensive
SESS_3980,28.51608920719259,182.45147023397763,0,Landing,9,Pricing,Bugs
SESS_3981,41.20896054588948,457.8711800589278,0,Activation,10,Cognitive,Too expensive
SESS_3982,15.097959874747106,349.8840757637237,0,Landing,4,Pricing,Bugs
SESS_3983,40.195566667364446,589.7024808521127,1,Onboarding,9,Cognitive,Hard to use
SESS_3984,34.18825021698319,245.3257863434739,0,Landing,3,None,Too expensive
SESS_3985,5.7745411544650285,540.176618066531,0,Activation,3,Cognitive,Too expensive
SESS_3986,49.26814517220775,565.6484781588812,0,Landing,4,Cognitive,Too expensive
SESS_3987,26.999537275723767,518.2151319605587,0,Landing,8,Technical,Hard to use
SESS_3988,29.723061085050887,69.86946232737795,0,Landing,9,Technical,Too expensive
SESS_3989,28.36548820811039,385.1516006542924,0,Landing,7,Pricing,Too expensive
SESS_3990,35.341243924868934,555.6602161649515,0,Onboarding,9,Cognitive,Hard to use
SESS_3991,30.750137123285665,324.49434673125495,0,Signup,1,Cognitive,N/A
SESS_3992,30.190187267220633,352.0531988771788,0,Onboarding,1,Pricing,Too expensive
SESS_3993,27.666051929316147,141.8671991894765,0,Signup,8,Pricing,Too expensive
SESS_3994,15.03519988538789,361.14287631009194,1,Landing,7,None,N/A
SESS_3995,47.57476301765419,181.42957748719752,0,Landing,1,None,Hard to use
SESS_3996,49.71446427982523,199.30965616593014,0,Signup,6,Technical,Hard to use
SESS_3997,13.679055780235648,220.75582974394734,0,Onboarding,3,Pricing,Hard to use
SESS_3998,30.657572516931555,481.0170729278975,0,Signup,9,Cognitive,Too expensive
SESS_3999,40.73556952423038,312.1048986177625,0,Onboarding,3,Pricing,Too expensive
SESS_4000,48.93271845948864,267.04596382684906,1,Landing,6,Cognitive,Hard to use
SESS_4001,31.303649393154267,384.72952320900265,0,Onboarding,5,Technical,Hard to use
SESS_4002,19.395907279314656,267.7720131957633,1,Landing,6,Technical,Hard to use
SESS_4003,47.063098165800774,285.1062800215817,0,Landing,10,Cognitive,Hard to use
SESS_4004,47.417359394010504,249.64584366978002,0,Landing,8,Cognitive,Too expensive
SESS_4005,24.026023886522992,532.3826860054025,0,Activation,9,Pricing,Hard to use
SESS_4006,11.279853949281355,507.7056599403559,0,Landing,4,None,Found alternative
SESS_4007,45.67348470383039,104.55850649136262,0,Paid,6,Technical,Found alternative
SESS_4008,38.43099586356795,277.9590922687669,0,Landing,9,Pricing,Too expensive
SESS_4009,33.55845425591066,360.41818315629735,0,Onboarding,5,None,Found alternative
SESS_4010,10.207111051372957,471.08053593379987,0,Signup,9,Technical,Hard to use
SESS_4011,12.960173305177658,170.0371808159305,1,Activation,6,Pricing,Too expensive
SESS_4012,47.3388388456027,345.3185578089222,0,Landing,6,Cognitive,Hard to use
SESS_4013,6.938872617900159,490.49394880089125,0,Onboarding,7,Pricing,Too expensive
SESS_4014,28.695270174672963,328.7610933567434,0,Signup,2,None,Hard to use
SESS_4015,7.448768081087622,63.12848176773758,0,Signup,8,Cognitive,Too expensive
SESS_4016,38.13981114899638,490.56277754146066,0,Activation,8,Cognitive,N/A
SESS_4017,32.51377727727393,286.73735924573793,0,Signup,7,Cognitive,Too expensive
SESS_4018,14.385041434235076,145.91211409306987,0,Signup,2,None,N/A
SESS_4019,17.66006931285703,343.41330940892806,1,Signup,5,Cognitive,Too expensive
SESS_4020,25.798942930105536,368.1175504611824,0,Onboarding,9,Cognitive,Too expensive
SESS_4021,28.269910604519776,433.26787957731506,0,Landing,6,Pricing,Hard to use
SESS_4022,31.686242683338026,51.266768293803324,0,Landing,7,None,Too expensive
SESS_4023,19.648967386883353,82.01610492628305,0,Landing,7,Cognitive,Hard to use
SESS_4024,21.172244938845317,408.41200677593577,0,Signup,7,Cognitive,Found alternative
SESS_4025,20.59564748735221,527.2095097747734,0,Landing,7,Cognitive,Hard to use
SESS_4026,23.015304945535686,440.428669312931,0,Paid,10,Cognitive,N/A
SESS_4027,33.1687657695265,207.3742680449906,0,Signup,2,None,Too expensive
SESS_4028,37.963559249651176,211.43575948585163,1,Landing,3,Cognitive,Too expensive
SESS_4029,6.937616743790138,345.06740894221633,0,Activation,9,Pricing,Too expensive
SESS_4030,39.95371775391592,402.68375261568355,0,Landing,4,Technical,Too expensive
SESS_4031,26.152855757925604,149.10768294603793,0,Signup,3,Cognitive,Found alternative
SESS_4032,13.92946810026821,463.2775157532106,0,Onboarding,3,Cognitive,Hard to use
SESS_4033,44.22383236042111,88.26737802507422,1,Activation,1,Cognitive,Hard to use
SESS_4034,42.61321825249261,353.84324012999156,0,Landing,1,Technical,Found alternative
SESS_4035,48.24103061710502,293.0709341057152,0,Landing,8,Pricing,Too expensive
SESS_4036,37.07211425644591,497.47889474618313,1,Landing,6,Cognitive,Too expensive
SESS_4037,36.400493365279154,544.9786902466884,0,Onboarding,5,Cognitive,Bugs
SESS_4038,5.638073041607111,390.25616135934604,0,Onboarding,6,Pricing,Bugs
SESS_4039,9.25631935171005,583.4129430082282,1,Onboarding,7,Pricing,Too expensive
SESS_4040,49.48822314239595,358.1979186433233,0,Onboarding,9,Technical,N/A
SESS_4041,49.7866195034316,400.5010057220222,0,Signup,1,Pricing,N/A
SESS_4042,38.59319971809842,84.31223119572614,0,Signup,6,Cognitive,Found alternative
SESS_4043,7.670673127117755,507.85552268614856,0,Landing,9,None,Hard to use
SESS_4044,30.998452499211375,573.2475975886729,0,Onboarding,2,Cognitive,Hard to use
SESS_4045,8.807234649013315,260.5407537419818,0,Onboarding,5,Cognitive,Too expensive
SESS_4046,15.505001096211911,182.67201309935209,1,Landing,10,Cognitive,Too expensive
SESS_4047,20.649610731889563,484.6785399172972,1,Onboarding,8,Cognitive,Found alternative
SESS_4048,28.428651202161934,137.78520616305747,0,Signup,5,Pricing,Too expensive
SESS_4049,30.667806674138358,151.40698569391787,0,Landing,8,None,Hard to use
SESS_4050,25.92941234069903,369.7232264926944,0,Landing,10,Pricing,Hard to use
SESS_4051,13.375607516744276,186.96059999667023,1,Paid,7,Cognitive,Found alternative
SESS_4052,23.227321285744058,271.07963637120866,0,Signup,7,Technical,Too expensive
SESS_4053,41.93845491317678,480.1380181698239,0,Landing,6,Pricing,Hard to use
SESS_4054,17.735747763686497,409.8274386160107,0,Onboarding,5,None,Too expensive
SESS_4055,13.135395400101936,110.46949190723824,0,Landing,1,Technical,Found alternative
SESS_4056,24.65673585442425,593.3309613890569,1,Activation,1,Cognitive,Hard to use
SESS_4057,5.711465401864063,526.8302881763744,0,Onboarding,1,None,Hard to use
SESS_4058,22.153299406272552,179.1239904689685,0,Activation,9,Technical,N/A
SESS_4059,44.41614830711066,349.7130643061303,0,Onboarding,3,Technical,Too expensive
SESS_4060,25.15052687050228,176.1358333594729,0,Paid,10,Cognitive,Bugs
SESS_4061,6.593200748344042,141.9796853814775,0,Activation,5,Cognitive,Too expensive
SESS_4062,5.748181280593661,65.34168464997427,0,Onboarding,4,Pricing,Found alternative
SESS_4063,42.26709439293815,76.0550278274103,0,Landing,8,Pricing,Found alternative
SESS_4064,19.10373376781711,358.4638271116556,0,Landing,6,Pricing,Found alternative
SESS_4065,42.17543597915522,230.93818361361951,1,Landing,7,Cognitive,Too expensive
SESS_4066,16.425354514089033,256.3434570051446,0,Landing,8,Pricing,Found alternative
SESS_4067,25.8457721991879,560.1431578157487,0,Landing,4,Pricing,Too expensive
SESS_4068,16.73071200773164,453.2010186984175,0,Signup,5,Technical,Bugs
SESS_4069,45.85083756879068,393.9870332909535,0,Landing,2,Cognitive,Bugs
SESS_4070,20.536588995865756,509.244310591387,0,Landing,2,Technical,Too expensive
SESS_4071,19.484402070453648,494.51583712089354,0,Landing,2,Technical,Too expensive
SESS_4072,15.717322138716007,308.1890144594319,0,Activation,5,None,Hard to use
SESS_4073,27.155281253505294,248.60318437586048,0,Signup,5,Cognitive,Too expensive
SESS_4074,7.510931892922311,485.47191563901055,0,Signup,1,Cognitive,Too expensive
SESS_4075,35.92972825698875,144.7731424358708,0,Landing,3,Pricing,Found alternative
SESS_4076,21.328869858246946,348.3102493120637,0,Onboarding,7,Cognitive,Hard to use
SESS_4077,29.1406043140954,167.0303092541412,0,Onboarding,7,Cognitive,Hard to use
SESS_4078,32.76019975755139,527.93874073443,0,Signup,7,Cognitive,Hard to use
SESS_4079,43.16898221859439,403.3015115206184,0,Landing,6,Pricing,Too expensive
SESS_4080,8.070203602725677,290.9871543839733,0,Landing,5,Technical,Too expensive
SESS_4081,45.3412480015891,108.83490845229167,0,Signup,9,Pricing,Too expensive
SESS_4082,20.97124951393718,282.2407921309,0,Landing,4,Cognitive,Too expensive
SESS_4083,17.42104221637608,524.7194089974,1,Landing,9,Pricing,N/A
SESS_4084,37.691060433124754,597.5784535974693,0,Paid,3,Pricing,N/A
SESS_4085,38.676407835055734,424.79225722390356,0,Landing,9,Cognitive,Hard to use
SESS_4086,29.34261302384599,543.5848814963753,1,Signup,8,None,Too expensive
SESS_4087,47.01015009162218,563.3743601812726,0,Signup,9,Cognitive,N/A
SESS_4088,23.605808875564193,136.13864606864897,0,Onboarding,3,Technical,Hard to use
SESS_4089,21.207886233761602,425.03424792128015,1,Signup,2,Cognitive,Bugs
SESS_4090,22.131999869635536,407.20599370982495,1,Onboarding,4,Pricing,Too expensive
SESS_4091,36.47751371000745,136.33641436921053,0,Landing,9,Cognitive,N/A
SESS_4092,48.46836798228089,186.6910907188337,0,Landing,10,Cognitive,Found alternative
SESS_4093,49.14627224884537,556.884574190648,0,Landing,9,Cognitive,N/A
SESS_4094,32.44842777449621,356.2644050763586,0,Landing,2,Cognitive,N/A
SESS_4095,34.74533703787239,461.5875800181466,0,Landing,9,Cognitive,Found alternative
SESS_4096,14.845919341999322,530.2526861430323,1,Landing,1,Cognitive,Hard to use
SESS_4097,48.17199270820382,103.78780815383271,0,Onboarding,6,Cognitive,Found alternative
SESS_4098,25.518844441785426,391.2990928358583,0,Signup,7,Cognitive,N/A
SESS_4099,31.430821185841133,557.1896631864155,0,Activation,1,Pricing,Hard to use
SESS_4100,19.69329431753259,470.1279182369324,0,Signup,1,Pricing,Too expensive
SESS_4101,8.372685178036521,542.1043001312199,0,Onboarding,10,Pricing,Too expensive
