user_id,retention_d30,login_frequency,habit_score,plan_type,nps_score
USR_5053,1,12,50,Basic,1
USR_5054,0,17,38,Basic,10
USR_5055,1,4,64,Enterprise,4
USR_5056,0,11,15,Enterprise,9
USR_5057,0,13,13,Basic,2
USR_5058,0,13,55,Basic,8
USR_5059,0,17,6,Pro,2
USR_5060,0,15,58,Pro,1
USR_5061,0,5,9,Pro,10
USR_5062,0,6,11,Basic,3
USR_5063,0,9,89,Enterprise,3
USR_5064,0,13,88,Basic,6
USR_5065,0,9,62,Basic,6
USR_5066,0,4,43,Pro,10
USR_5067,1,9,51,Basic,7
USR_5068,0,13,90,Basic,7
USR_5069,1,10,23,Basic,1
USR_5070,1,9,35,Basic,9
USR_5071,1,7,98,Basic,8
USR_5072,1,19,22,Enterprise,2
USR_5073,0,15,52,Basic,4
USR_5074,0,11,81,Pro,4
USR_5075,0,6,99,Pro,2
USR_5076,1,1,34,Basic,2
USR_5077,1,15,7,Basic,4
USR_5078,0,7,9,Enterprise,7
USR_5079,0,7,96,Enterprise,6
USR_5080,0,14,89,Basic,5
USR_5081,0,12,69,Enterprise,3
USR_5082,0,1,10,Basic,10
USR_5083,1,12,69,Basic,9
USR_5084,1,5,58,Pro,4
USR_5085,1,8,84,Pro,2
USR_5086,0,2,93,Basic,4
USR_5087,1,15,92,Basic,6
USR_5088,1,19,54,Pro,8
USR_5089,0,4,64,Basic,7
USR_5090,0,9,74,Basic,2
USR_5091,1,13,1,Basic,8
USR_5092,1,18,11,Basic,8
USR_5093,1,15,69,Basic,10
USR_5094,1,9,78,Pro,6
USR_5095,1,19,48,Basic,10
USR_5096,1,4,41,Basic,5
USR_5097,1,15,33,Pro,6
USR_5098,0,5,21,Basic,5
USR_5099,0,16,37,Basic,3
USR_5100,0,4,2,Basic,8
USR_5101,1,4,28,Basic,6
USR_5102,1,16,78,Pro,1
USR_5103,1,19,39,Basic,1
USR_5104,0,14,23,Pro,8
USR_5105,0,1,99,Pro,10
USR_5106,0,5,39,Basic,1
USR_5107,1,10,10,Pro,9
USR_5108,0,11,31,Pro,6
USR_5109,0,11,54,Basic,1
USR_5110,0,10,75,Basic,7
USR_5111,1,3,16,Basic,10
USR_5112,0,15,2,Basic,10
USR_5113,0,13,20,Pro,8
USR_5114,0,14,10,Enterprise,6
USR_5115,0,16,47,Pro,8
USR_5116,1,3,51,Basic,7
USR_5117,1,11,17,Basic,7
USR_5118,0,8,84,Basic,6
USR_5119,0,2,56,Pro,7
USR_5120,0,6,15,Basic,7
USR_5121,0,2,69,Pro,7
USR_5122,0,19,83,Basic,6
USR_5123,0,13,90,Basic,2
USR_5124,1,15,52,Basic,8
USR_5125,1,12,54,Pro,4
USR_5126,1,2,42,Basic,3
USR_5127,1,2,55,Basic,10
USR_5128,0,11,10,Basic,5
USR_5129,1,14,82,Enterprise,2
USR_5130,0,5,54,Basic,1
USR_5131,1,10,22,Basic,4
USR_5132,0,4,49,Basic,9
USR_5133,1,10,17,Basic,5
USR_5134,1,15,25,Basic,9
USR_5135,1,11,66,Enterprise,2
USR_5136,1,3,28,Basic,2
USR_5137,0,7,13,Basic,8
USR_5138,1,3,20,Basic,5
USR_5139,1,16,27,Pro,2
USR_5140,0,8,49,Basic,10
USR_5141,1,4,94,Enterprise,2
USR_5142,0,10,41,Enterprise,9
USR_5143,1,13,33,Pro,6
USR_5144,0,8,68,Enterprise,7
USR_5145,1,11,36,Basic,6
USR_5146,0,15,90,Basic,7
USR_5147,1,13,44,Basic,1
USR_5148,0,16,61,Enterprise,7
USR_5149,0,5,14,Basic,4
USR_5150,1,5,33,Basic,5
USR_5151,1,8,27,Basic,5
USR_5152,0,14,43,Pro,2
USR_5153,1,2,68,Basic,8
USR_5154,0,7,40,Pro,2
USR_5155,1,9,8,Basic,3
USR_5156,0,8,96,Basic,7
USR_5157,1,14,98,Basic,5
USR_5158,0,3,74,Basic,5
USR_5159,0,11,90,Basic,8
USR_5160,0,8,62,Basic,1
USR_5161,0,12,14,Basic,7
USR_5162,0,8,50,Basic,4
USR_5163,0,2,68,Basic,6
USR_5164,1,14,55,Basic,1
USR_5165,0,16,4,Basic,1
USR_5166,0,10,44,Basic,8
USR_5167,0,11,38,Enterprise,2
USR_5168,0,10,14,Basic,2
USR_5169,1,15,63,Pro,7
USR_5170,0,11,22,Basic,7
USR_5171,1,6,11,Basic,3
USR_5172,1,9,64,Basic,8
USR_5173,0,10,24,Basic,6
USR_5174,0,6,61,Pro,3
USR_5175,1,13,1,Pro,3
USR_5176,0,18,47,Pro,9
USR_5177,1,13,25,Pro,3
USR_5178,1,11,47,Enterprise,3
USR_5179,0,15,45,Pro,7
USR_5180,1,14,5,Basic,7
USR_5181,1,13,61,Enterprise,8
USR_5182,0,1,12,Enterprise,5
USR_5183,0,16,38,Basic,7
USR_5184,0,11,86,Pro,1
USR_5185,0,14,68,Pro,4
USR_5186,1,12,67,Enterprise,7
USR_5187,0,2,29,Pro,2
USR_5188,1,11,19,Basic,3
USR_5189,0,17,73,Basic,8
USR_5190,0,9,58,Basic,4
USR_5191,1,6,18,Basic,1
USR_5192,0,15,57,Basic,9
USR_5193,1,13,16,Basic,3
USR_5194,1,11,89,Pro,9
USR_5195,1,9,10,Basic,3
USR_5196,0,5,99,Basic,7
USR_5197,1,19,62,Basic,2
USR_5198,0,16,9,Pro,2
USR_5199,0,16,92,Pro,1
USR_5200,0,16,87,Basic,9
USR_5201,0,18,78,Basic,9
USR_5202,0,18,75,Basic,4
USR_5203,0,5,4,Basic,1
USR_5204,1,7,13,Basic,10
USR_5205,1,3,93,Basic,10
USR_5206,0,11,33,Pro,9
USR_5207,1,5,77,Basic,3
USR_5208,0,5,24,Basic,7
USR_5209,1,18,67,Basic,6
USR_5210,0,9,81,Basic,6
USR_5211,0,8,88,Basic,8
USR_5212,1,2,81,Pro,10
USR_5213,0,2,81,Basic,10
USR_5214,0,19,72,Basic,5
USR_5215,0,2,81,Basic,10
USR_5216,0,13,6,Pro,1
USR_5217,0,4,92,Basic,9
USR_5218,1,6,1,Basic,10
USR_5219,0,1,41,Pro,8
USR_5220,0,6,48,Basic,7
USR_5221,1,5,28,Basic,8
USR_5222,1,6,26,Pro,3
USR_5223,0,3,55,Pro,7
USR_5224,1,3,5,Basic,2
USR_5225,0,13,41,Basic,3
USR_5226,0,3,38,Pro,1
USR_5227,0,7,20,Basic,8
USR_5228,0,5,4,Enterprise,10
USR_5229,0,17,49,Enterprise,10
USR_5230,1,3,81,Pro,3
USR_5231,0,7,34,Pro,10
USR_5232,1,3,34,Pro,6
USR_5233,1,5,21,Basic,7
USR_5234,1,10,27,Basic,5
USR_5235,0,18,87,Pro,9
USR_5236,0,8,63,Basic,1
USR_5237,0,1,36,Basic,3
USR_5238,0,17,29,Basic,3
USR_5239,0,10,35,Pro,6
USR_5240,0,6,27,Basic,1
USR_5241,0,2,89,Basic,5
USR_5242,0,3,72,Basic,1
USR_5243,0,16,59,Basic,3
USR_5244,0,9,1,Basic,3
USR_5245,0,11,42,Basic,5
USR_5246,0,7,35,Enterprise,10
USR_5247,1,16,50,Enterprise,5
USR_5248,0,13,29,Basic,1
USR_5249,0,14,50,Basic,10
USR_5250,0,18,85,Basic,3
USR_5251,1,18,3,Basic,7
USR_5252,0,13,91,Basic,1
USR_5253,0,8,14,Basic,5
USR_5254,0,13,57,Basic,7
USR_5255,0,7,73,Basic,7
USR_5256,1,11,38,Basic,4
USR_5257,1,7,4,Basic,8
USR_5258,1,8,62,Pro,10
USR_5259,0,19,51,Basic,5
USR_5260,1,11,87,Basic,9
USR_5261,0,2,48,Pro,8
USR_5262,0,4,82,Basic,7
USR_5263,0,4,84,Basic,4
USR_5264,1,2,49,Basic,8
USR_5265,0,14,2,Basic,8
USR_5266,1,7,39,Basic,7
USR_5267,0,7,89,Basic,4
USR_5268,0,10,43,Pro,7
USR_5269,0,7,74,Enterprise,4
USR_5270,1,16,98,Pro,6
USR_5271,1,2,46,Enterprise,3
USR_5272,1,17,71,Pro,5
USR_5273,0,17,27,Pro,10
USR_5274,1,7,4,Basic,4
USR_5275,1,7,55,Basic,1
USR_5276,0,12,6,Basic,2
USR_5277,0,11,11,Basic,10
USR_5278,0,4,91,Basic,8
USR_5279,0,13,6,Basic,3
USR_5280,0,9,60,Pro,8
USR_5281,0,18,81,Enterprise,7
USR_5282,0,11,78,Enterprise,6
USR_5283,0,19,10,Pro,5
USR_5284,0,1,27,Basic,9
USR_5285,1,13,83,Basic,7
USR_5286,0,6,95,Basic,9
USR_5287,0,5,65,Pro,5
USR_5288,0,11,94,Basic,9
USR_5289,1,12,49,Basic,9
USR_5290,1,1,78,Basic,9
USR_5291,1,5,43,Basic,7
USR_5292,1,15,91,Basic,1
USR_5293,0,2,51,Basic,4
USR_5294,0,18,74,Basic,10
USR_5295,1,4,53,Basic,1
USR_5296,0,16,79,Basic,3
USR_5297,1,13,97,Basic,3
USR_5298,1,12,65,Basic,7
USR_5299,1,3,39,Basic,1
USR_5300,0,8,27,Pro,9
USR_5301,0,13,86,Basic,6
USR_5302,0,3,47,Basic,10
USR_5303,1,2,28,Enterprise,5
USR_5304,0,12,80,Basic,5
USR_5305,0,8,52,Basic,1
USR_5306,0,15,90,Basic,3
USR_5307,0,18,85,Pro,7
USR_5308,0,12,20,Basic,3
USR_5309,0,11,74,Basic,9
USR_5310,0,13,46,Basic,3
USR_5311,0,13,60,Basic,2
USR_5312,1,6,23,Basic,1
USR_5313,0,11,71,Pro,2
USR_5314,0,11,6,Basic,3
USR_5315,0,1,30,Basic,3
USR_5316,0,6,8,Basic,6
USR_5317,1,18,29,Basic,10
USR_5318,0,17,81,Enterprise,5
USR_5319,0,9,75,Pro,3
USR_5320,0,13,67,Basic,6
USR_5321,0,15,7,Basic,1
USR_5322,0,18,32,Basic,4
USR_5323,1,5,5,Basic,1
USR_5324,0,4,90,Pro,10
USR_5325,1,3,94,Basic,2
USR_5326,1,6,61,Basic,1
USR_5327,1,17,21,Basic,3
USR_5328,1,5,28,Enterprise,10
USR_5329,0,4,29,Basic,10
USR_5330,0,4,99,Basic,9
USR_5331,1,12,83,Basic,4
USR_5332,0,14,59,Pro,8
USR_5333,0,3,90,Basic,3
USR_5334,0,4,32,Basic,6
USR_5335,1,5,47,Pro,10
USR_5336,0,7,92,Basic,5
USR_5337,1,6,82,Basic,7
USR_5338,0,6,91,Enterprise,5
USR_5339,1,14,19,Enterprise,3
USR_5340,1,3,76,Basic,5
USR_5341,1,18,30,Pro,6
USR_5342,1,16,9,Pro,2
USR_5343,1,18,66,Basic,4
USR_5344,0,10,17,Basic,7
USR_5345,0,14,18,Basic,4
USR_5346,0,19,48,Basic,9
USR_5347,1,15,4,Basic,5
USR_5348,1,7,91,Pro,9
USR_5349,0,4,21,Basic,3
USR_5350,0,3,26,Basic,4
USR_5351,0,12,46,Basic,10
USR_5352,1,3,48,Basic,3
USR_5353,1,10,44,Enterprise,10
USR_5354,1,14,42,Basic,3
USR_5355,0,3,90,Basic,5
USR_5356,1,6,83,Basic,6
USR_5357,1,18,28,Pro,10
USR_5358,0,3,19,Basic,10
USR_5359,0,13,30,Basic,7
USR_5360,0,1,52,Basic,8
USR_5361,0,10,65,Enterprise,8
USR_5362,1,3,7,Basic,5
USR_5363,0,3,69,Pro,7
USR_5364,1,16,81,Basic,3
USR_5365,1,10,8,Basic,9
USR_5366,0,13,13,Pro,6
USR_5367,0,4,94,Pro,1
USR_5368,0,9,77,Pro,5
USR_5369,1,17,7,Basic,4
USR_5370,0,16,84,Basic,8
USR_5371,0,1,2,Basic,4
USR_5372,0,12,58,Basic,2
USR_5373,0,14,49,Basic,5
USR_5374,0,17,95,Basic,4
USR_5375,0,19,81,Basic,2
USR_5376,1,2,66,Pro,1
USR_5377,1,3,50,Basic,10
USR_5378,0,14,64,Pro,10
USR_5379,0,8,59,Basic,8
USR_5380,0,16,18,Pro,5
USR_5381,0,17,24,Pro,8
USR_5382,0,18,98,Pro,4
USR_5383,0,13,53,Pro,2
USR_5384,0,12,99,Basic,5
USR_5385,0,7,89,Basic,7
USR_5386,1,14,23,Basic,10
USR_5387,0,18,15,Basic,4
USR_5388,1,9,91,Pro,5
USR_5389,1,8,57,Pro,7
USR_5390,0,6,90,Basic,3
USR_5391,0,5,69,Basic,9
USR_5392,1,14,12,Basic,10
USR_5393,0,2,45,Enterprise,1
USR_5394,1,3,37,Pro,3
USR_5395,0,16,91,Basic,4
USR_5396,1,5,90,Basic,7
USR_5397,1,19,10,Basic,9
USR_5398,0,4,30,Basic,7
USR_5399,0,8,42,Basic,1
USR_5400,0,8,23,Basic,8
USR_5401,1,15,2,Basic,1
USR_5402,0,13,9,Basic,8
USR_5403,0,1,27,Basic,9
USR_5404,1,6,26,Basic,8
USR_5405,1,6,33,Basic,4
USR_5406,0,7,9,Basic,7
USR_5407,1,13,91,Basic,2
USR_5408,1,16,36,Basic,7
USR_5409,0,6,58,Pro,7
USR_5410,0,14,23,Basic,8
USR_5411,0,12,26,Basic,3
USR_5412,1,14,10,Basic,2
USR_5413,0,10,27,Basic,1
USR_5414,0,9,90,Basic,3
USR_5415,0,4,34,Basic,3
USR_5416,0,14,23,Basic,3
USR_5417,0,13,18,Basic,10
USR_5418,1,15,38,Basic,4
USR_5419,0,2,15,Basic,3
USR_5420,1,4,42,Basic,1
USR_5421,0,15,92,Basic,2
USR_5422,0,19,45,Basic,7
USR_5423,0,9,52,Basic,3
USR_5424,0,9,70,Basic,10
USR_5425,0,7,64,Basic,2
USR_5426,1,8,68,Basic,6
USR_5427,0,15,60,Basic,4
USR_5428,1,3,21,Basic,9
USR_5429,0,5,88,Basic,2
USR_5430,1,14,50,Enterprise,6
USR_5431,0,14,91,Enterprise,3
USR_5432,1,1,40,Enterprise,1
USR_5433,1,13,10,Pro,7
USR_5434,1,2,32,Basic,9
USR_5435,0,14,36,Basic,5
USR_5436,0,17,41,Pro,10
USR_5437,1,18,65,Basic,8
USR_5438,0,16,29,Basic,9
USR_5439,1,4,69,Enterprise,8
USR_5440,0,18,85,Basic,2
USR_5441,0,15,7,Basic,7
USR_5442,0,5,49,Basic,3
USR_5443,0,4,84,Basic,1
USR_5444,0,17,5,Basic,7
USR_5445,1,5,94,Basic,2
USR_5446,0,9,26,Basic,3
USR_5447,1,8,53,Basic,6
USR_5448,1,12,68,Enterprise,6
USR_5449,1,1,71,Pro,8
USR_5450,1,18,79,Basic,8
USR_5451,1,18,63,Basic,6
USR_5452,1,14,79,Basic,7
USR_5453,0,3,59,Enterprise,5
USR_5454,1,3,56,Basic,5
USR_5455,1,2,23,Basic,9
USR_5456,1,12,43,Enterprise,2
USR_5457,0,2,42,Enterprise,3
USR_5458,1,7,30,Pro,1
USR_5459,0,10,98,Basic,1
USR_5460,0,17,79,Basic,5
USR_5461,0,13,35,Basic,3
USR_5462,0,15,32,Basic,10
USR_5463,0,8,51,Pro,7
USR_5464,0,14,99,Pro,3
USR_5465,0,2,59,Enterprise,8
USR_5466,1,10,47,Basic,5
USR_5467,0,13,41,Basic,3
USR_5468,0,12,54,Basic,4
USR_5469,0,19,64,Basic,4
USR_5470,1,17,98,Basic,7
USR_5471,0,1,29,Basic,5
USR_5472,1,9,40,Basic,1
USR_5473,1,16,97,Basic,8
USR_5474,0,14,50,Basic,5
USR_5475,0,1,91,Pro,1
USR_5476,1,9,51,Basic,9
USR_5477,1,1,15,Basic,4
USR_5478,0,19,37,Basic,4
USR_5479,0,1,73,Enterprise,8
USR_5480,0,19,39,Basic,8
USR_5481,1,13,71,Pro,7
USR_5482,0,17,15,Enterprise,8
USR_5483,0,3,60,Basic,8
USR_5484,1,6,80,Basic,10
USR_5485,0,18,38,Basic,1
USR_5486,0,7,6,Basic,7
USR_5487,1,15,7,Enterprise,6
USR_5488,0,17,49,Enterprise,8
USR_5489,1,4,54,Pro,4
USR_5490,1,15,25,Basic,3
USR_5491,0,8,18,Basic,5
USR_5492,0,7,53,Basic,5
USR_5493,1,16,27,Basic,8
USR_5494,0,18,69,Basic,4
USR_5495,1,13,29,Basic,7
USR_5496,0,15,74,Pro,7
USR_5497,0,16,62,Basic,3
USR_5498,0,15,73,Basic,4
USR_5499,0,5,91,Basic,10
USR_5500,0,4,84,Basic,8
USR_5501,1,4,85,Basic,9
USR_5502,1,15,50,Basic,5
USR_5503,0,11,81,Basic,2
USR_5504,0,12,64,Enterprise,3
USR_5505,1,9,15,Enterprise,1
USR_5506,1,3,29,Basic,7
USR_5507,1,1,53,Basic,5
USR_5508,1,16,65,Basic,8
USR_5509,0,6,74,Basic,4
USR_5510,1,16,19,Basic,3
USR_5511,0,14,23,Basic,5
USR_5512,0,17,30,Pro,9
USR_5513,1,15,38,Basic,6
USR_5514,0,5,57,Pro,5
USR_5515,1,9,56,Basic,5
USR_5516,0,5,77,Basic,5
USR_5517,0,11,80,Enterprise,4
USR_5518,0,7,75,Enterprise,9
USR_5519,0,19,83,Basic,4
USR_5520,0,4,69,Basic,8
USR_5521,0,7,67,Enterprise,2
USR_5522,1,19,53,Pro,10
USR_5523,1,14,60,Basic,2
USR_5524,0,13,84,Basic,10
USR_5525,0,15,73,Basic,5
USR_5526,0,17,86,Basic,6
USR_5527,1,5,48,Basic,4
USR_5528,0,18,16,Basic,10
USR_5529,0,8,38,Basic,1
USR_5530,0,9,28,Enterprise,10
USR_5531,0,13,3,Basic,5
USR_5532,0,8,70,Enterprise,2
USR_5533,0,9,80,Basic,7
USR_5534,0,2,50,Basic,2
USR_5535,1,7,88,Basic,3
USR_5536,1,14,22,Basic,8
USR_5537,0,2,86,Basic,10
USR_5538,1,2,54,Basic,5
USR_5539,0,12,16,Pro,10
USR_5540,0,11,97,Enterprise,10
USR_5541,1,8,20,Pro,5
USR_5542,0,1,50,Enterprise,3
USR_5543,1,14,52,Pro,4
USR_5544,0,17,89,Basic,2
USR_5545,0,5,86,Basic,6
USR_5546,0,14,21,Basic,5
USR_5547,0,2,84,Basic,4
USR_5548,0,3,42,Pro,6
USR_5549,1,17,61,Pro,7
USR_5550,1,11,59,Pro,1
USR_5551,0,5,12,Basic,2
USR_5552,0,17,91,Basic,8
USR_5553,0,8,23,Basic,8
USR_5554,1,4,53,Basic,8
USR_5555,0,10,46,Basic,8
USR_5556,0,15,92,Enterprise,7
USR_5557,0,3,90,Basic,2
USR_5558,1,14,87,Basic,1
USR_5559,0,17,71,Enterprise,4
USR_5560,0,18,97,Basic,8
USR_5561,0,10,37,Basic,6
USR_5562,0,11,91,Basic,3
USR_5563,0,18,28,Basic,6
USR_5564,0,19,41,Pro,2
USR_5565,1,6,50,Basic,8
USR_5566,0,9,68,Basic,10
USR_5567,1,7,38,Basic,10
USR_5568,0,7,21,Basic,1
USR_5569,0,18,95,Pro,5
USR_5570,0,13,78,Basic,1
USR_5571,0,4,14,Basic,4
USR_5572,0,8,44,Pro,7
USR_5573,1,16,11,Basic,7
USR_5574,1,15,23,Basic,3
USR_5575,1,16,72,Basic,6
USR_5576,0,15,61,Basic,6
USR_5577,0,2,94,Pro,3
USR_5578,0,17,16,Enterprise,4
USR_5579,1,19,83,Pro,2
USR_5580,0,10,59,Pro,9
USR_5581,1,2,45,Basic,6
USR_5582,0,14,55,Basic,10
USR_5583,1,8,78,Pro,1
USR_5584,0,12,23,Enterprise,4
USR_5585,1,15,98,Enterprise,1
USR_5586,0,15,41,Enterprise,4
USR_5587,1,6,14,Basic,9
USR_5588,0,6,70,Pro,1
USR_5589,0,8,44,Basic,2
USR_5590,0,10,9,Basic,10
USR_5591,1,13,22,Basic,4
USR_5592,1,5,73,Basic,8
USR_5593,0,13,14,Pro,3
USR_5594,1,6,62,Basic,5
USR_5595,1,16,10,Basic,7
USR_5596,0,11,35,Basic,10
USR_5597,1,5,49,Basic,8
USR_5598,0,7,25,Basic,4
USR_5599,0,17,40,Pro,10
USR_5600,0,15,45,Basic,4
USR_5601,0,19,58,Basic,3
USR_5602,0,16,62,Basic,9
USR_5603,0,7,49,Enterprise,10
USR_5604,1,19,15,Basic,1
USR_5605,0,9,38,Basic,3
USR_5606,1,8,74,Pro,10
USR_5607,0,11,13,Basic,6
USR_5608,0,11,4,Basic,9
USR_5609,0,7,11,Pro,4
USR_5610,1,11,50,Basic,2
USR_5611,0,4,21,Basic,1
USR_5612,0,17,39,Pro,2
USR_5613,1,9,18,Basic,9
USR_5614,0,1,82,Basic,4
USR_5615,0,14,56,Basic,1
USR_5616,0,13,29,Basic,6
USR_5617,0,9,97,Basic,9
USR_5618,0,17,80,Basic,8
USR_5619,1,6,40,Basic,5
USR_5620,1,10,64,Pro,8
USR_5621,1,18,1,Basic,5
USR_5622,0,4,51,Basic,9
USR_5623,0,11,12,Basic,6
USR_5624,0,14,12,Pro,10
USR_5625,1,2,42,Basic,8
USR_5626,1,17,72,Basic,8
USR_5627,0,16,1,Basic,7
USR_5628,0,7,25,Basic,4
USR_5629,1,11,93,Basic,8
USR_5630,0,3,62,Basic,3
USR_5631,1,9,32,Enterprise,5
USR_5632,0,10,39,Basic,10
USR_5633,0,18,52,Basic,4
USR_5634,0,4,28,Basic,8
USR_5635,0,18,8,Basic,7
USR_5636,0,15,46,Basic,7
USR_5637,0,5,85,Basic,4
USR_5638,0,15,44,Enterprise,7
USR_5639,0,6,54,Basic,6
USR_5640,0,1,74,Enterprise,9
USR_5641,0,4,48,Basic,7
USR_5642,1,14,72,Basic,10
USR_5643,1,1,21,Basic,9
USR_5644,0,13,5,Basic,4
USR_5645,0,5,83,Basic,5
USR_5646,0,3,82,Enterprise,2
USR_5647,1,7,56,Basic,7
USR_5648,1,13,82,Basic,4
USR_5649,1,19,44,Basic,3
USR_5650,1,4,3,Pro,9
USR_5651,0,19,75,Enterprise,2
USR_5652,1,10,75,Basic,10
USR_5653,0,18,53,Basic,1
USR_5654,0,17,19,Basic,4
USR_5655,0,16,79,Basic,4
USR_5656,1,2,69,Basic,3
USR_5657,0,9,44,Basic,9
USR_5658,0,13,84,Enterprise,3
USR_5659,0,13,49,Pro,8
USR_5660,1,9,4,Basic,10
USR_5661,1,15,42,Basic,10
USR_5662,1,16,84,Basic,2
USR_5663,0,3,54,Pro,2
USR_5664,1,12,4,Basic,8
USR_5665,0,2,83,Basic,10
USR_5666,1,18,80,Basic,6
USR_5667,0,17,7,Basic,10
USR_5668,0,1,73,Basic,5
USR_5669,0,1,88,Basic,8
USR_5670,0,14,57,Basic,9
USR_5671,0,15,3,Basic,3
USR_5672,1,11,70,Basic,8
USR_5673,1,9,87,Basic,10
USR_5674,0,11,53,Enterprise,7
USR_5675,0,19,61,Pro,7
USR_5676,0,19,66,Basic,10
USR_5677,1,18,25,Enterprise,8
USR_5678,0,6,14,Basic,5
USR_5679,0,11,89,Enterprise,5
USR_5680,0,11,57,Enterprise,7
USR_5681,1,2,49,Basic,4
USR_5682,0,8,83,Basic,8
USR_5683,0,17,31,Pro,7
USR_5684,0,8,21,Basic,7
USR_5685,0,2,76,Basic,3
USR_5686,0,6,28,Basic,3
USR_5687,1,7,4,Basic,7
USR_5688,1,4,76,Basic,1
USR_5689,1,17,43,Basic,5
USR_5690,1,5,90,Basic,4
USR_5691,0,16,50,Basic,3
USR_5692,1,16,29,Pro,2
USR_5693,1,11,59,Basic,8
USR_5694,0,3,22,Basic,1
USR_5695,0,8,5,Basic,8
USR_5696,0,3,11,Basic,8
USR_5697,0,4,64,Basic,4
USR_5698,0,6,45,Pro,5
USR_5699,0,17,71,Enterprise,10
USR_5700,0,14,77,Basic,8
USR_5701,0,8,2,Basic,2
USR_5702,1,14,96,Basic,6
USR_5703,1,6,9,Pro,3
USR_5704,1,11,18,Basic,5
USR_5705,1,13,6,Basic,6
USR_5706,0,10,43,Pro,2
USR_5707,0,18,9,Basic,10
USR_5708,0,10,39,Pro,10
USR_5709,0,9,87,Basic,8
USR_5710,1,16,25,Basic,5
USR_5711,0,1,61,Basic,8
USR_5712,0,10,57,Basic,1
USR_5713,1,5,26,Pro,4
USR_5714,0,10,79,Basic,4
USR_5715,0,7,87,Basic,2
USR_5716,1,2,14,Basic,2
USR_5717,0,15,36,Enterprise,10
USR_5718,0,18,3,Basic,10
USR_5719,1,13,52,Basic,1
USR_5720,0,11,25,Pro,2
USR_5721,0,9,67,Basic,2
USR_5722,0,13,79,Pro,2
USR_5723,1,12,12,Enterprise,2
USR_5724,1,8,29,Basic,1
USR_5725,0,8,37,Basic,2
USR_5726,1,1,75,Basic,10
USR_5727,0,3,65,Basic,1
USR_5728,1,9,67,Pro,9
USR_5729,1,17,49,Basic,1
USR_5730,0,4,7,Basic,9
USR_5731,1,13,42,Basic,4
USR_5732,0,8,46,Basic,6
USR_5733,1,7,31,Basic,3
USR_5734,1,3,66,Basic,5
USR_5735,0,17,81,Basic,8
USR_5736,0,11,14,Basic,5
USR_5737,0,6,24,Basic,6
USR_5738,0,9,58,Pro,8
USR_5739,1,4,16,Basic,1
USR_5740,0,19,89,Pro,6
USR_5741,0,5,78,Basic,5
USR_5742,1,2,12,Basic,9
USR_5743,1,4,17,Basic,2
USR_5744,0,5,32,Basic,10
USR_5745,0,16,80,Pro,5
USR_5746,0,13,37,Basic,8
USR_5747,1,3,53,Basic,9
USR_5748,1,18,86,Pro,9
USR_5749,1,13,53,Pro,4
USR_5750,0,11,39,Basic,1
USR_5751,0,2,40,Pro,5
USR_5752,0,3,54,Basic,6
USR_5753,0,7,22,Enterprise,7
USR_5754,1,5,30,Enterprise,5
USR_5755,0,7,90,Pro,7
USR_5756,0,6,29,Basic,6
USR_5757,1,16,63,Basic,1
USR_5758,0,17,35,Pro,9
USR_5759,1,2,70,Pro,7
USR_5760,0,4,1,Basic,10
USR_5761,1,12,50,Enterprise,6
USR_5762,0,16,85,Enterprise,6
USR_5763,1,16,34,Basic,7
USR_5764,1,19,81,Basic,9
USR_5765,0,12,15,Pro,7
USR_5766,1,11,35,Pro,10
USR_5767,0,8,68,Pro,2
USR_5768,1,16,26,Pro,5
USR_5769,1,5,86,Basic,5
USR_5770,0,9,32,Basic,4
USR_5771,1,18,77,Pro,4
USR_5772,1,3,1,Enterprise,5
USR_5773,1,18,32,Basic,7
USR_5774,0,13,55,Basic,5
USR_5775,1,14,47,Basic,3
USR_5776,1,9,22,Pro,6
USR_5777,0,18,60,Enterprise,7
USR_5778,0,9,29,Basic,6
USR_5779,1,13,67,Basic,5
USR_5780,1,18,15,Basic,3
USR_5781,0,19,30,Basic,7
USR_5782,1,18,1,Pro,3
USR_5783,1,8,53,Enterprise,6
USR_5784,0,4,58,Basic,7
USR_5785,1,2,74,Pro,10
USR_5786,0,5,19,Basic,5
USR_5787,1,4,57,Basic,3
USR_5788,0,19,93,Basic,5
USR_5789,1,19,62,Basic,10
USR_5790,1,6,73,Basic,2
USR_5791,0,1,7,Basic,1
USR_5792,0,16,2,Basic,5
USR_5793,0,2,86,Basic,4
USR_5794,0,7,27,Basic,3
USR_5795,0,15,94,Basic,5
USR_5796,0,4,74,Basic,7
USR_5797,0,14,85,Basic,3
USR_5798,0,4,6,Pro,3
USR_5799,1,6,44,Basic,4
USR_5800,0,6,66,Basic,7
USR_5801,0,13,56,Pro,2
USR_5802,0,3,55,Basic,2
USR_5803,1,12,84,Basic,3
USR_5804,0,4,41,Basic,5
USR_5805,1,12,35,Basic,8
USR_5806,0,16,98,Pro,9
USR_5807,0,15,78,Basic,1
USR_5808,0,13,22,Enterprise,10
USR_5809,0,2,67,Basic,1
USR_5810,0,11,13,Basic,3
USR_5811,0,19,66,Basic,9
USR_5812,1,6,49,Basic,9
USR_5813,0,3,58,Basic,5
USR_5814,0,8,91,Pro,5
USR_5815,0,12,47,Basic,6
USR_5816,1,6,48,Basic,9
USR_5817,0,11,86,Pro,7
USR_5818,0,14,89,Basic,8
